project_id,project_name,city,province,sector,contractor,project_value_cad,start_date,end_date,status,workers_on_site,safety_incidents,delay_days,inspector_name,approved
AB-2020-0092,Bridge O92,Fort McMurray,Alberta,Industrial,Bird Construction,2419647.34,2023-10-14,2023-03-27,Completed,53.0,7.0,119.0,,Yes
AB-2021-0009,Overpass J9,Calgary,Alberta,Oil & Gas,Bird Construction,472509.13,2020-04-03,2020-06-03,On Hold,59.0,11.0,146.0,,No
AB-2021-0053,Overpass B53,Edmonton,Alberta,Industrial,Ledcor Group,5692954.84,2022-11-24,2024-05-19,Completed,32.0,7.0,,A. Mehta,No
AB-2020-0076,Bridge Y76,Fort McMurray,Alberta,Residential,Graham Construction,40752983.47,2021-07-03,2021-08-12,Cancelled,127.5,3.0,20.0,A. Mehta,No
AB-2021-0177,Pipeline V177,Grande Prairie,Alberta,Industrial,ATCO,5705697.72,2020-04-12,2021-10-15,In Progress,146.0,2.0,66.0,R. Sharma,Yes
AB-2020-0016,Pipeline Q16,Edmonton,Alberta,Residential,Graham Construction,27276617.74,2022-04-22,2024-05-17,In Progress,127.5,4.0,,A. Mehta,Yes
AB-2020-0200,Facility S200,Grande Prairie,Alberta,Infrastructure,Fluor Canada,6347373.25,2022-12-18,2023-12-24,Completed,58.0,4.0,172.0,T. Leblanc,Yes
AB-2021-0065,Depot N65,Fort McMurray,Alberta,Residential,Bird Construction,27029724.32,2020-04-10,2020-03-25,On Hold,132.0,2.0,136.0,M. Al-Farsi,
AB-2023-0175,Overpass T175,Calgary,Alberta,Infrastructure,EllisDon,37951668.6,2020-04-05,2021-12-15,On Hold,111.0,1.0,54.0,,No
AB-2022-0042,Pipeline Q42,Grande Prairie,Alberta,Residential,ATCO,37147985.07,2020-11-28,,Completed,198.0,7.0,52.0,S. Benson,
AB-2021-0193,Facility L193,Grande Prairie,Alberta,Oil & Gas,Ledcor Group,39615768.56,2021-08-16,,On Hold,8.0,10.0,147.0,M. Al-Farsi,Yes
AB-2021-0069,Tower R69,Blackfalds,Alberta,Residential,Fluor Canada,13731496.52,2022-10-02,2023-09-03,Cancelled,127.5,4.0,23.0,,No
AB-2020-0052,Tower A52,Lethbridge,Alberta,Commercial,Stantec,41119890.81,2021-05-27,2022-05-24,In Progress,24.0,3.0,172.0,,
AB-2023-0015,Pipeline P15,Red Deer,Alberta,Infrastructure,PCL Construction,16723289.93,2021-08-27,2023-12-10,In Progress,7.0,8.0,169.0,R. Sharma,Yes
AB-2020-0172,Depot Q172,Red Deer,Alberta,Commercial,Bird Construction,5809442.04,2023-02-22,2024-04-27,In Progress,86.0,12.0,,,
AB-2022-0014,Facility O14,Grande Prairie,Alberta,Infrastructure,Bird Construction,14241146.25,2022-07-05,2024-11-10,In Progress,7.0,9.0,18.0,M. Al-Farsi,
AB-2022-0038,Bridge M38,Red Deer,Alberta,Commercial,Graham Construction,7170487.8,2023-08-23,,On Hold,184.0,1.0,67.0,M. Al-Farsi,Yes
AB-2022-0098,Depot U98,Calgary,Alberta,Commercial,Bird Construction,44915810.65,2023-09-13,2024-03-15,On Hold,178.0,11.0,177.0,S. Benson,No
AB-2023-0007,Bridge H7,Fort McMurray,Alberta,Oil & Gas,Bird Construction,34348609.38,2020-10-11,2021-01-04,In Progress,66.0,0.0,20.0,R. Sharma,No
AB-2020-0028,Facility C28,Red Deer,Alberta,Industrial,Graham Construction,17152808.31,2021-08-11,2022-07-09,In Progress,218.0,0.0,13.0,A. Mehta,No
AB-2022-0134,Tower E134,Grande Prairie,Alberta,Residential,Bird Construction,8359546.65,2021-09-13,2022-10-05,Cancelled,167.0,10.0,44.0,T. Leblanc,No
AB-2020-0004,Plaza E4,Red Deer,Alberta,Industrial,ATCO,41653794.41,2021-11-11,,On Hold,21.0,9.0,80.0,M. Al-Farsi,No
AB-2021-0109,Facility F109,Edmonton,Alberta,Oil & Gas,Graham Construction,15747479.44,2021-09-13,2023-03-24,In Progress,127.5,0.0,172.0,,
AB-2022-0074,Facility W74,Red Deer,Alberta,Commercial,Graham Construction,34733736.95,2021-12-15,2021-07-12,In Progress,161.0,11.0,59.0,M. Al-Farsi,Yes
AB-2021-0137,Highway H137,Blackfalds,Alberta,Oil & Gas,Bird Construction,4743377.28,2021-05-28,2021-08-09,In Progress,226.0,12.0,53.0,A. Mehta,Yes
AB-2020-0192,Facility K192,Medicine Hat,Alberta,Industrial,EllisDon,31092124.04,2023-07-21,2023-02-05,Completed,221.0,6.0,123.0,,Yes
AB-2021-0173,Facility R173,Grande Prairie,Alberta,Infrastructure,Fluor Canada,704516.31,2023-02-14,2023-03-19,In Progress,30.0,9.0,73.0,A. Mehta,Yes
